City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
364,ubrique,36.6778,-5.446,286.97,98,100,7.91,ES,1711583278
365,tura,25.5198,90.2201,292.02,74,24,1.5,IN,1711583089
366,buta,2.7858,24.73,294.84,95,88,1.03,CD,1711583279
367,lewistown,40.5992,-77.5714,285.56,81,75,2.57,US,1711583198
368,arraial do cabo,-22.9661,-42.0278,297.13,88,75,2.06,BR,1711583221
369,black forest,39.0131,-104.7008,280.67,29,75,4.63,US,1711583279
370,calvi,42.5,8.8333,283.5,58,75,10.29,FR,1711583279
371,avra valley,32.4379,-111.3154,296.86,17,1,3.09,US,1711583280
372,braunlage,51.7333,10.6167,280.31,95,100,2.69,DE,1711583280
373,datong,40.0936,113.2914,275.4,16,1,5.73,CN,1711583176
374,aral,40.5156,81.2636,284.95,27,75,1.27,CN,1711583113
375,puerto baquerizo moreno,-0.9,-89.6,299.88,83,23,3.25,EC,1711583280
376,san antonio de pale,-1.4014,5.6325,302.02,75,87,0.36,GQ,1711583116
377,thanatpin,17.2119,96.3033,298.25,55,0,1.02,MM,1711583281
378,lagoa,39.05,-27.9833,283.65,61,100,17.87,PT,1711583281
379,sarigerme,36.7155,28.7044,282.88,87,0,2.06,TR,1711583281
380,newnham,-41.3833,147.1333,289.99,55,3,2.57,AU,1711583281
381,kurchatov,51.6601,35.6521,274.38,89,71,3.11,RU,1711583282
382,graaff-reinet,-32.2522,24.5308,289.22,93,100,1.41,ZA,1711583282
383,champerico,14.3,-91.9167,305.45,66,0,5.81,GT,1711583282
384,uiju,40.1994,124.5317,280.28,96,100,6.5,KP,1711583282
385,arauca,7.0847,-70.7591,305.13,62,40,1.54,CO,1711583282
386,bougouni,11.417,-7.479,306.01,37,91,1.68,ML,1711583283
387,thakhek,17.4103,104.8307,297.21,60,100,1.23,LA,1711583283
388,adani,6.7397,7.0112,302.56,71,60,3.08,NG,1711583283
389,lubao,14.9167,120.55,300.19,74,37,2.57,PH,1711583283
390,coquimbo,-29.9533,-71.3436,290.0,94,75,3.6,CL,1711582755
391,sao joao da barra,-21.6403,-41.0511,297.2,91,98,3.12,BR,1711583139
392,owen sound,44.5672,-80.9435,275.35,77,100,3.13,CA,1711583284
393,kayangel,8.0823,134.7173,301.29,79,88,8.66,PW,1711583284
394,birendranagar,28.6019,81.6339,291.24,36,27,2.21,NP,1711583285
395,long beach,33.767,-118.1892,296.39,69,0,6.69,US,1711583165
396,latnaya,51.6586,38.9011,275.0,89,11,1.2,RU,1711583285
397,diego de almagro,-26.3667,-70.05,292.83,60,0,1.91,CL,1711583286
398,vikulovo,56.8167,70.6107,274.84,99,100,3.59,RU,1711583286
399,cabo san lucas,22.8909,-109.9124,301.76,41,0,5.14,MX,1711582980
400,margate,51.3813,1.3862,281.31,80,82,2.68,GB,1711583111
401,huilong,31.8111,121.655,284.03,94,100,5.51,CN,1711583287
402,port augusta,-32.5,137.7667,296.38,33,17,3.75,AU,1711583287
403,port shepstone,-30.7414,30.455,295.39,89,100,4.19,ZA,1711583287
404,aripuana,-9.1667,-60.6333,295.61,99,100,1.47,BR,1711583287
405,gabu,12.2833,-14.2167,298.99,50,4,2.77,GW,1711583287
406,lake havasu city,34.4839,-114.3224,299.49,15,58,3.6,US,1711583287
407,quatre cocos,-20.2078,57.7625,298.2,79,90,5.08,MU,1711583288
408,huancabamba,-5.2386,-79.4506,288.25,92,23,1.02,PE,1711583288
409,ujae,8.9322,165.7642,300.64,77,95,7.88,MH,1711583113
410,hovd,48.0056,91.6419,274.08,40,100,0.54,MN,1711583288
411,rundu,-17.9333,19.7667,294.32,71,99,1.93,NA,1711583288
412,mbanza kongo,-6.267,14.2401,295.26,97,100,0.98,AO,1711583129
413,denison,33.7557,-96.5367,290.05,46,76,3.13,US,1711583245
414,sochaczew,52.2294,20.2384,286.02,73,63,5.61,PL,1711583289
415,arno,60.1167,18.6333,275.25,91,82,3.6,SE,1711583289
416,terrace,54.5163,-128.6035,285.1,37,100,3.09,CA,1711583289
417,ploneour-lanvern,47.9,-4.2833,279.31,93,0,5.14,FR,1711583290
418,northam,51.0333,-4.2167,275.51,89,100,2.11,GB,1711583290
419,dogondoutchi,13.6393,4.0287,304.02,12,25,4.64,NE,1711583290
420,prata,-19.3072,-48.9242,291.95,96,100,2.08,BR,1711583290
421,queenstown,-31.8976,26.8753,289.3,90,100,0.48,ZA,1711583110
422,dinguiraye,11.3,-10.7167,304.85,31,57,1.55,GN,1711583291
423,salem,11.65,78.1667,295.78,87,21,1.41,IN,1711583098
424,magong,23.5654,119.5863,295.43,99,70,3.17,TW,1711583291
425,roha,18.4333,73.1167,297.74,76,10,1.89,IN,1711583291
426,san jeronimito,17.55,-101.3333,301.06,57,0,3.09,MX,1711583291
427,bandundu,-3.3167,17.3667,297.78,81,98,1.23,CD,1711583292
428,lazaro cardenas,17.9583,-102.2,298.09,59,1,2.8,MX,1711583292
429,atlantic beach,30.3344,-81.3987,298.27,66,100,4.12,US,1711583292
430,tual,-5.6667,132.75,301.37,76,88,1.34,ID,1711583292
431,concepcion,-36.827,-73.0498,291.04,72,0,5.66,CL,1711583108
432,kirikkale,39.8333,33.75,277.42,84,32,1.23,TR,1711583293
433,vernon,50.2581,-119.2691,280.24,81,100,1.03,CA,1711583293
434,bangassou,4.7413,22.8184,295.98,85,90,0.97,CF,1711583229
435,dobropillya,48.4615,37.0852,282.15,61,98,2.31,UA,1711583083
436,morondava,-20.2833,44.2833,299.06,75,79,2.99,MG,1711583118
437,ebon,4.582,168.6964,301.47,80,85,7.85,MH,1711583294
438,senanga,-16.1167,23.2667,295.95,59,95,2.9,ZM,1711583294
439,isangel,-19.55,169.2667,302.21,79,75,2.06,VU,1711583294
440,moroeni,45.2167,25.4333,278.06,95,77,2.18,RO,1711583295
441,tromso,69.6496,18.957,270.16,80,75,0.51,NO,1711583295
442,fendou,46.65,124.8667,279.18,41,1,10.76,CN,1711583295
443,yemetsk,63.4721,41.7941,266.4,96,82,1.62,RU,1711583295
444,paciran,-6.8767,112.3761,299.57,84,96,3.11,ID,1711583296
445,nirmal,19.1,78.35,300.62,40,4,1.32,IN,1711583296
446,asekeyevo,53.5742,52.7972,273.73,99,100,3.91,RU,1711583296
447,sandur,15.1,76.55,298.76,39,72,3.53,IN,1711583296
448,floro,61.5996,5.0328,279.39,93,100,5.66,NO,1711583092
449,vigan,17.5747,120.3869,303.11,95,4,1.38,PH,1711583297
450,reyes,-14.3167,-67.3833,298.76,68,52,0.91,BO,1711583297
451,aparri,18.3333,121.6167,298.89,82,77,5.42,PH,1711583297
452,saint-philippe,-21.3585,55.7679,296.92,85,100,4.85,RE,1711583297
453,karakecili,39.5942,33.3778,281.85,81,27,1.84,TR,1711583298
454,cole harbour,44.6724,-63.4751,280.81,98,100,4.92,CA,1711583133
455,khandyga,62.6667,135.6,268.88,95,100,1.18,RU,1711583298
456,abepura,-2.6333,140.5833,300.6,78,20,0.51,ID,1711583298
457,san clemente del tuyu,-36.3569,-56.7235,293.7,78,63,4.4,AR,1711583136
458,yingshang chengguanzhen,32.6295,116.2701,285.58,89,87,2.37,CN,1711583298
459,abashiri,44.0213,144.2697,272.31,69,0,2.57,JP,1711583299
460,belmonte,-15.8631,-38.8828,299.41,82,18,3.35,BR,1711583299
461,maxixe,-23.8597,35.3472,294.93,81,8,2.43,MZ,1711583299
462,ulanhot,46.0833,122.0833,271.36,42,55,11.94,CN,1711583299
463,lepsy,46.235,78.9456,282.47,61,100,2.31,KZ,1711583299
464,syktyvkar,61.6764,50.8099,267.0,79,0,4.0,RU,1711583300
465,lamu,-2.2717,40.902,300.98,77,84,2.57,KE,1711583300
466,alofi,-19.0595,-169.9187,300.09,89,75,2.57,NU,1711583300
467,tazovsky,67.4667,78.7,243.04,100,52,1.71,RU,1711583111
468,antofagasta,-23.65,-70.4,293.75,76,5,1.04,CL,1711583112
469,kualakapuas,-3.0091,114.3876,297.61,97,100,0.17,ID,1711583301
470,saudarkrokur,65.7461,-19.6394,260.75,92,7,3.05,IS,1711583092
471,belen,36.4891,36.2233,284.23,72,75,2.57,TR,1711583301
472,porto-vecchio,41.591,9.2795,287.89,72,100,7.2,FR,1711583109
473,kuanda,56.3161,116.0806,259.38,81,100,4.12,RU,1711583301
474,rio branco,-9.9747,-67.81,302.49,74,40,3.09,BR,1711583161
475,tibanbang,6.6315,126.1055,300.54,75,99,2.22,PH,1711583302
476,kiunga,-6.1219,141.2906,299.72,88,100,1.07,PG,1711583302
477,pandan,14.0453,124.1694,300.24,86,54,4.3,PH,1711583302
478,brezina,33.0989,1.2608,285.63,20,1,4.49,DZ,1711583302
479,valparaiso,-33.0393,-71.6273,295.28,67,0,3.6,CL,1711583110
480,commerce,34.0006,-118.1598,297.1,60,0,5.66,US,1711583303
481,nabire,-3.3667,135.4833,301.29,75,98,0.77,ID,1711583303
482,tangalle,6.024,80.7911,298.45,89,99,3.31,LK,1711583303
483,isiro,2.7739,27.616,293.4,99,100,1.06,CD,1711583303
484,kirishi,59.4471,32.0205,277.61,78,98,2.39,RU,1711583304
485,evanston,42.0411,-87.6901,278.85,50,40,6.17,US,1711583292
486,petawawa,45.9001,-77.3328,279.92,78,100,4.63,CA,1711583304
487,merritt,50.1123,-120.7942,280.55,68,100,2.24,CA,1711583304
488,tobelo,1.7284,128.0095,300.73,80,91,1.98,ID,1711583305
489,sao tome,0.3365,6.7273,301.53,82,91,2.77,ST,1711583305
490,emmett,43.8735,-116.4993,288.09,81,100,4.42,US,1711583305
491,hammerfest,70.6634,23.6821,269.4,80,40,5.14,NO,1711583305
492,sheringham,52.9408,1.2093,279.93,93,100,6.32,GB,1711583305
493,barentu,15.1139,37.5928,294.25,51,0,1.39,ER,1711583305
494,gorodoviki,46.1353,41.9656,279.21,84,29,4.23,RU,1711583306
495,hilo,19.7297,-155.09,299.0,82,75,3.6,US,1711583275
496,nanlong,31.3533,106.0631,287.85,71,1,0.64,CN,1711583306
497,labasa,-16.4167,179.3833,303.04,71,100,2.88,FJ,1711583306
498,birjand,32.8663,59.2211,281.41,42,0,2.06,IR,1711583306
499,podporozh'ye,60.9112,34.1706,274.12,99,100,1.95,RU,1711583307
500,le port,-20.9373,55.2919,297.15,76,100,2.16,RE,1711583307
501,porto novo,6.4965,2.6036,303.05,81,85,3.84,BJ,1711583307
502,akdepe,42.0551,59.3788,281.2,60,85,7.78,TM,1711583307
503,severo-yeniseyskiy,60.3725,93.0408,255.47,99,100,1.24,RU,1711583308
504,salinopolis,-0.6136,-47.3561,299.51,86,90,4.28,BR,1711583308
505,funafuti,-8.5243,179.1942,301.15,83,75,3.09,TV,1711583308
506,strzyzow,49.8707,21.7941,287.71,72,67,4.74,PL,1711583308
507,mudau,49.5344,9.2044,278.8,90,100,2.74,DE,1711583309
508,antsiranana,-12.2787,49.2917,297.61,95,100,5.22,MG,1711583309
509,ulimang,7.6242,134.6421,302.38,79,96,7.71,PW,1711583309
510,mahbubabad,17.6167,80.0167,296.93,82,12,2.92,IN,1711583309
511,mersa matruh,31.3525,27.2453,292.26,45,0,4.12,EG,1711583310
512,farafangana,-22.8167,47.8333,295.82,86,59,2.12,MG,1711583310
513,mersing,2.4312,103.8405,298.1,94,20,1.54,MY,1711583310
514,yaren,-0.5472,166.916,301.3,78,55,4.83,NR,1711583310
515,bardai,11.65,7.2333,299.52,10,80,3.08,NG,1711583310
516,mlawa,53.1128,20.3841,281.69,73,57,6.31,PL,1711583311
517,grand falls-windsor,48.9332,-55.6649,276.76,61,100,0.45,CA,1711583064
518,zuyevka,58.405,51.1335,268.94,94,100,6.37,RU,1711583311
519,andovoranto,-18.95,49.1,296.19,92,100,2.29,MG,1711583311
520,pudasjarvi,65.3833,26.9167,270.71,95,88,3.6,FI,1711583312
521,south hedland,-20.4089,118.5983,302.11,42,0,3.6,AU,1711583312
522,marquette,46.5333,-87.6335,270.84,59,100,4.47,US,1711583312
523,kingscliff,-28.2667,153.5667,300.04,83,40,4.12,AU,1711583312
524,ludvika,60.1496,15.1878,274.6,100,99,1.5,SE,1711583312
525,severobaykal'sk,55.65,109.3167,250.65,77,42,2.3,RU,1711583313
526,yankton,42.8711,-97.3973,273.29,51,0,2.57,US,1711583313
527,massawa,15.6097,39.45,298.72,75,33,1.13,ER,1711583313
528,ukata,10.8312,5.8249,303.11,14,99,2.47,NG,1711583223
529,prado,-17.3411,-39.2208,298.79,86,67,2.73,BR,1711583245
530,kaliua,-5.0606,31.7936,291.97,97,96,1.41,TZ,1711583314
531,williams lake,52.1415,-122.1445,279.85,72,100,7.2,CA,1711583314
532,anloga,5.7947,0.8973,301.83,83,94,5.33,GH,1711583314
533,flying fish cove,-10.4217,105.6791,298.97,78,40,4.12,CX,1711583314
534,cuito,-12.3833,16.9333,288.99,88,95,0.44,AO,1711583314
535,kruisfontein,-34.0033,24.7314,291.97,90,100,1.88,ZA,1711583106
536,happy valley-goose bay,53.3168,-60.3315,273.32,100,100,3.09,CA,1711583110
537,'ain el hadjar,34.7585,0.1453,280.78,57,11,4.16,DZ,1711583315
538,hashtrud,37.4779,47.0508,274.62,67,34,1.64,IR,1711583315
539,abu dhabi,24.4667,54.3667,296.45,62,0,4.12,AE,1711583315
540,remire-montjoly,4.9167,-52.2667,299.17,94,0,1.03,GF,1711583315
541,trinidad,-14.8333,-64.9,304.14,66,32,1.54,BO,1711583113
542,lospalos,-8.5186,127.0025,300.08,75,75,2.22,TL,1711583316
543,glendive,47.1053,-104.7125,274.94,64,0,0.0,US,1711583316
544,salto de agua,17.6167,-92.3667,303.43,50,1,5.11,MX,1711583316
545,ataq,14.5377,46.8319,293.94,75,62,0.63,YE,1711583316
546,enewetak,11.3474,162.3373,300.04,76,97,7.66,MH,1711583098
547,tejen,37.3834,60.5054,283.56,60,42,7.01,TM,1711583317
548,nyurba,63.2842,118.3319,251.63,94,87,2.02,RU,1711583317
549,cockburn town,21.4612,-71.1419,296.69,64,0,6.12,TC,1711583192
550,ust'-ilimsk,58.0006,102.6619,255.23,98,75,0.94,RU,1711583093
551,nikolayevsk-on-amure,53.1406,140.73,276.47,73,43,1.56,RU,1711583318
552,bandarban,22.1965,92.2262,296.99,82,1,0.84,BD,1711583318
553,sibiti,-3.6819,13.3499,295.46,95,100,0.73,CG,1711583318
554,pericos,25.05,-107.7,301.05,22,2,4.84,MX,1711583318
555,batavia,41.85,-88.3126,278.97,55,40,8.23,US,1711583075
556,ed damer,17.5928,33.9592,296.89,20,34,4.27,SD,1711583319
557,sho'rchi,38.0141,67.7899,288.63,61,3,3.7,UZ,1711583319
558,praia da vitoria,38.7333,-27.0667,283.29,87,75,15.38,PT,1711583123
559,palikir - national government center,6.9248,158.1611,303.62,70,100,4.12,FM,1711583089
560,washington,47.5001,-120.5015,280.01,77,100,0.2,US,1711583050
561,leh,34.1667,77.5833,269.99,86,100,1.18,IN,1711583320
562,brush,40.2589,-103.6238,285.64,22,0,2.06,US,1711583321
563,egilsstadir,65.2653,-14.3948,271.1,93,75,6.17,IS,1711583321
564,bijie,27.3125,105.2942,283.27,79,45,1.28,CN,1711583321
565,shache,38.4167,77.2406,286.57,24,100,2.12,CN,1711583321
566,acarau,-2.8856,-40.12,297.74,90,100,5.43,BR,1711583321
567,qarauyl,48.9451,79.255,278.82,88,95,3.43,KZ,1711583321
568,ribas do rio pardo,-20.4431,-53.7592,294.74,94,47,2.58,BR,1711583042
569,las toscas,-28.3529,-59.258,294.25,65,1,2.93,AR,1711583322
570,kushiro,42.975,144.3747,275.68,64,0,0.51,JP,1711583322
571,mili,6.0815,171.735,300.76,82,99,8.17,MH,1711583322
